SpecCode,Species,autoctr,StockCode,MaturityRefNo,Sex,AgeMatMin,AgeMatMin2,AgeMatRef,tm,Number,r2,SE_tm,SD_tm,LCL_tm,UCL_tm,LengthMatMin,LengthMatMin2,Type1,LengthMatRef,Lm,SE_Lm,SD_Lm,LCL_Lm,UCL_Lm,Locality,C_Code,E_CODE,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
5586,Hemitaurichthys polylepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5588,Heniochus acuminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,Heniochus chrysostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5590,Heniochus monoceros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5539,Hipposcarus longiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5637,Hologymnosus annulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5638,Hologymnosus doliatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7710,Hyporhamphus affinis,2724,8019,10943,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,SL,NA,NA,NA,NA,NA,NA,Hermit Islands,598,NA,NA,3,1996-03-10T00:00:00Z,NA,1996-03-10T00:00:00Z,NA,NA,NA
5650,Labroides bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5459,Labroides dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23530,Labroides rubrolabiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6399,Lactoria cornuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683,Lepidozygus tapeinosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4360,Leptoscarus vaigiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Lethrinus olivaceus,1714,2060,33015,female,4.1,NA,2293,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,2293,NA,NA,NA,NA,NA,lagoon,540,NA,NA,492,1999-12-02T00:00:00Z,3,1999-12-02T00:00:00Z,NA,NA,NA
1864,Lethrinus olivaceus,1715,2060,33015,male,5.1,NA,2293,6,NA,NA,NA,NA,NA,NA,35.2,NA,NA,2293,37,NA,NA,NA,NA,lagoon,540,NA,NA,492,1999-12-02T00:00:00Z,3,1999-12-02T00:00:00Z,NA,NA,NA
1852,Lethrinus xanthochilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,Lutjanus bohar,1501,1468,55,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,TL,NA,NA,NA,NA,NA,NA,Not specified,NA,NA,NA,10,1994-01-27T00:00:00Z,NA,2001-12-13T00:00:00Z,NA,NA,NA
1417,Lutjanus bohar,6029,1468,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,TL,34166,NA,NA,NA,NA,NA,Aisa-Pacific Region,NA,NA,NA,393,2007-12-28T00:00:00Z,NA,2007-12-28T00:00:00Z,NA,NA,NA
1417,Lutjanus bohar,3521,1468,37816,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,FL,37816,NA,NA,NA,NA,NA,not specified,583,NA,NA,309,2001-11-13T00:00:00Z,2,2001-12-13T00:00:00Z,NA,NA,NA
1417,Lutjanus bohar,7181,1468,72420,female,3,NA,72420,9.39,NA,NA,NA,NA,NA,NA,38.6,NA,FL,72420,42.9,NA,NA,NA,NA,"Great Barrier Reef, 1995-2003",036,128,Maturity stage was based on histological sections of gonads.,3,2010-04-16T00:00:00Z,NA,2010-04-16T00:00:00Z,NA,NA,NA
1417,Lutjanus bohar,7182,1468,72420,male,2,NA,72420,NA,NA,NA,NA,NA,NA,NA,24.8,NA,FL,72420,NA,NA,NA,NA,NA,"Great Barrier Reef, 1995-2003",036,243,Not enoguh small males to enable estimation of Lm50. The smallest male in the sample was 24.8 cm and it was mature. Maturity stage based on gonadal histology.,3,2010-04-16T00:00:00Z,NA,2010-04-16T00:00:00Z,NA,NA,NA
262,Lutjanus fulvus,577,276,55,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,TL,NA,NA,NA,NA,NA,NA,to be filled,NA,NA,NA,10,1994-02-02T00:00:00Z,NA,1994-02-02T00:00:00Z,NA,NA,NA
156,Lutjanus kasmira,430,170,55,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,TL,NA,NA,NA,NA,NA,NA,to be filled,NA,NA,NA,10,1994-02-05T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
156,Lutjanus kasmira,6032,170,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-31T00:00:00Z,NA,2007-12-31T00:00:00Z,NA,NA,NA
156,Lutjanus kasmira,3522,170,37816,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,FL,NA,NA,NA,NA,NA,NA,Off South Africa,710,NA,NA,309,2001-11-13T00:00:00Z,NA,2001-11-13T00:00:00Z,NA,NA,NA
166,Lutjanus monostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,Lutjanus rivulatus,436,187,55,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,TL,NA,NA,NA,NA,NA,NA,to be filled,NA,NA,NA,10,1994-02-12T00:00:00Z,NA,1994-02-12T00:00:00Z,NA,NA,NA
173,Lutjanus rivulatus,6035,187,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-31T00:00:00Z,NA,2007-12-31T00:00:00Z,NA,NA,NA
4984,Macropharyngodon meleagris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12724,Macropharyngodon ornatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795,Malacanthus brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,Melichthys niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5838,Melichthys vidua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,Monotaxis grandoculis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5983,Mulloidichthys flavolineatus,3619,6292,37816,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,SL,37816,NA,NA,NA,NA,NA,not specified,580,NA,NA,2,2001-12-13T00:00:00Z,NA,2001-12-13T00:00:00Z,NA,NA,NA
5983,Mulloidichthys flavolineatus,3620,6292,37816,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,SL,37816,NA,NA,NA,NA,NA,not specified,580,NA,NA,2,2001-12-13T00:00:00Z,NA,2001-12-13T00:00:00Z,NA,NA,NA
5983,Mulloidichthys flavolineatus,4191,6292,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,17.5,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
5984,Mulloidichthys vanicolensis,4792,6293,52849,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,TL,NA,24,NA,NA,NA,NA,"lagoon, 1988",480,NA,Maturity data from Jehangeer (unpublished data).,3,2005-01-30T00:00:00Z,NA,2005-01-30T00:00:00Z,NA,NA,NA
5984,Mulloidichthys vanicolensis,4791,6293,52849,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,TL,NA,24,NA,NA,NA,NA,"lagoon, 1988",480,NA,Maturity data from Jehangeer (unpublished data).,3,2005-01-30T00:00:00Z,NA,2005-01-30T00:00:00Z,NA,NA,NA
7773,Myripristis amaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4910,Myripristis berndti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306,Myripristis kuntee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5408,Myripristis murdjan,4181,5667,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,17.5,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
7309,Myripristis violacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6019,Naso annulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6020,Naso brachycentron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6021,Naso brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,Naso hexacanthus,4541,1280,52229,unsexed,NA,NA,52229,7,NA,NA,NA,NA,NA,NA,NA,NA,SL,52229,45,NA,NA,NA,NA,Great Barrier Reef,036,NA,NA,3,2004-10-03T00:00:00Z,NA,2004-10-03T00:00:00Z,NA,NA,NA
1264,Naso lituratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,Naso unicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6024,Naso vlamingii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5895,Nebrius ferrugineus,3319,6204,37816,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,TL,NA,NA,NA,NA,NA,NA,not specified,583,NA,NA,309,2001-04-26T00:00:00Z,NA,2001-04-26T00:00:00Z,NA,NA,NA
5895,Nebrius ferrugineus,6382,6204,58048,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,TL,NA,NA,NA,NA,NA,NA,not specified,360,NA,NA,1790,2008-02-13T21:36:40Z,NA,2008-02-13T21:36:40Z,NA,NA,NA
5895,Nebrius ferrugineus,6381,6204,58048,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,TL,NA,NA,NA,NA,NA,NA,not specified,360,NA,NA,1790,2008-02-13T21:36:12Z,NA,2008-02-13T21:36:12Z,NA,NA,NA
59777,Nectamia fusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Negaprion acutidens,1192,912,9997,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,TL,NA,NA,NA,NA,NA,NA,Not stated.,NA,NA,NA,113,1998-10-12T00:00:00Z,113,1999-10-25T00:00:00Z,NA,NA,NA
896,Negaprion acutidens,3338,912,37816,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,TL,NA,NA,NA,NA,NA,NA,not specified,583,NA,NA,309,2001-05-02T00:00:00Z,NA,2001-05-02T00:00:00Z,NA,NA,NA
896,Negaprion acutidens,6438,912,58048,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,240,TL,NA,NA,NA,NA,NA,NA,not specified,360,NA,NA,1790,2008-02-15T01:44:22Z,NA,2008-02-15T01:44:22Z,NA,NA,NA
896,Negaprion acutidens,6437,912,58048,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,240,TL,NA,NA,NA,NA,NA,NA,not specified,360,NA,NA,1790,2008-02-15T01:43:59Z,NA,2008-02-15T01:43:59Z,NA,NA,NA
6629,Nemateleotris magnifica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,Neocirrhites armatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7310,Neoniphon argenteus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6582,Neoniphon opercularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4911,Neoniphon sammara,4183,5144,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,15,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5610,Novaculichthys taeniourus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,Odonus niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5766,Ostorhinchus angustatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,Ostorhinchus nigrofasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6555,Ostracion cubicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6556,Ostracion meleagris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5596,Oxycheilinus bimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63450,Oxycheilinus lineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5605,Oxycheilinus unifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5835,Paracirrhites arcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5952,Paracirrhites forsteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5953,Paracirrhites hemistictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7219,Paragobiodon echinocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22476,Paragobiodon lacunicolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22477,Paragobiodon modestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6670,Parapercis millepunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10753,Parapercis multiplicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5987,Parupeneus barberinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5989,Parupeneus ciliatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5990,Parupeneus cyclostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60849,Parupeneus insularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5993,Parupeneus multifasciatus,3533,6302,37816,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,SL,NA,NA,NA,NA,NA,NA,not specified.,583,NA,NA,309,2001-11-20T00:00:00Z,NA,2001-11-20T00:00:00Z,NA,NA,NA
5993,Parupeneus multifasciatus,5047,6302,54393,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,SL,NA,NA,NA,NA,NA,NA,Not specifiedin Oceania and W. Pacific,NA,NA,NA,14,2005-12-15T00:00:00Z,NA,2005-12-15T00:00:00Z,NA,NA,NA
5994,Parupeneus pleurostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6077,Petroscirtes xestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6072,Plagiotremus tapeinosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5737,Platax orbicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,Platybelone argalus argalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,Platybelone argalus platyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5709,Plectroglyphidodon dickii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10242,Plectroglyphidodon flaviventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711,Plectroglyphidodon johnstonianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5712,Plectroglyphidodon lacrymatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12727,Pogonoperca punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6416,Polydactylus sexfilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6504,Pomacanthus imperator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5726,Pomacentrus pavo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10282,Pomachromis fuscidorsalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5756,Pristiapogon exostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5757,Pristiapogon fraenatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5758,Pristiapogon kallopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59194,Pseudanthias mooreanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46510,Pseudanthias olivaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6934,Pseudanthias pascalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
